,thumbnail,title,category,view_count,likes_count,dislikes_count,upload_date,video_length
17,https://i.ytimg.com/vi/nu3as_TPM28/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLA6bdkPqxtGMj0dc0BLpNrsGUtLTg,[절대] 부셔지지 않는 액체를 바르면 생기는 일,코미디,"조회수 494,615회",5.6천개,354개,2019. 12. 20.,7:04
18,https://i.ytimg.com/vi/U0aq6HO1icc/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB-Npq1jrmcnljQVKlgKKVEoNK-FQ,러시아 미녀 분과 함께 식사했습니다,코미디,"조회수 124,546회",2.2천개,68개,2019. 12. 19.,7:00
19,https://i.ytimg.com/vi/bT-gKNiRIno/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLChN3Gb_bgkwu0ZX-mKuTeFetmbUQ,버려진 탱크 발견해서 들어갔는데 진짜 신기하네요ㄷㄷ,코미디,"조회수 324,445회",4.8천개,133개,2019. 12. 18.,5:24
20,https://i.ytimg.com/vi/RS5vSxZDUdE/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDXHcCbEhY5LJjMiKt8D-_wkHC7_A,러시아 사람이랑 시비 붙어서 싸울 뻔했습니다,코미디,"조회수 300,825회",3.8천개,135개,2019. 12. 17.,8:42
21,https://i.ytimg.com/vi/nK57hnpkdPA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAia4KqIKxMpZFDFjW4wvs8OysbFw,진짜 X됐습니다,코미디,"조회수 252,046회",4.5천개,178개,2019. 12. 15.,10:05
22,https://i.ytimg.com/vi/kCDQR48OMpU/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLA0_F_9QpCm9b4k-yu9QtxVG9ChiQ,러시아 ㄹㅇ진짜 곰 먹방(bear mukbang),코미디,"조회수 699,754회",9.3천개,376개,2019. 12. 13.,12:10
23,https://i.ytimg.com/vi/H1xXcelsfq0/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLD1Z2FD4Qm_jdRXBKxaefeRueDHcQ,러시아 불곰 피하기 위해 초대형 이글루 완성했습니다,코미디,"조회수 336,266회",5.5천개,148개,2019. 12. 12.,10:04
24,https://i.ytimg.com/vi/--X-XwqJzno/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLD8xcaM9pZPBRyQY2-eodoCKL0SRQ,러시아 현지에서 살아남기 근데.. 말이 통하지 않아 죽겠..,코미디,"조회수 294,971회",4.2천개,156개,2019. 12. 11.,12:40
25,https://i.ytimg.com/vi/V8bTl8GYEkQ/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLC6Xi-UVqGJ4R3S77iE1EHhUrMDow,일단 해명하겠습니다,코미디,"조회수 308,515회",4.8천개,145개,2019. 12. 10.,2:16
26,https://i.ytimg.com/vi/irQDy3KFhPg/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCb-JGE7BUzfS2_i6Nw3ocCpuPLRg,"러시아 ""사할린"" 도착했습니다+얼굴만한 킹크랩 먹방 (VLOG)",코미디,"조회수 255,886회",4.6천개,150개,2019. 12. 8.,10:04
